age,income,spending_score,purchase_amount,category,region,channel,purchase_date,converted,num_purchases,tenure_days,satisfaction_score
21.0,26452.319352005354,67.0,310.5801222977957,Toys,South,Online,2023-08-06,1,7,710,10.0
27.0,25273.591254404702,68.0,207.6928030303402,Food,North,Store,2023-11-06,1,7,895,6.0
73.0,,76.0,78.29965797839978,Books,North,Store,2023-01-15,1,0,1784,2.0
34.0,74704.73088037681,83.0,248.25432168988115,Electronics,East,Store,2023-07-05,1,8,1176,2.0
27.0,140189.97199485276,74.0,199.54708113161047,Food,East,Catalog,2023-07-14,1,7,769,3.0
34.0,133067.33381638568,,790.3643863062367,Food,North,Online,2023-07-10,1,2,532,
37.0,75648.44237274068,1.0,589.5266657572721,Toys,South,Store,2023-08-22,1,12,1220,2.0
41.0,9169.550190988732,17.0,135.3273220847169,Electronics,East,Online,2023-03-07,0,8,1719,9.0
22.0,156708.83154991368,16.0,97.74083136704691,Electronics,East,Store,2023-03-22,1,5,1512,4.0
51.0,75687.94173152551,9.0,705.6442766570219,Food,North,Store,2023-02-05,1,6,645,5.0
23.0,19679.089965191735,53.0,257.63388307462276,Electronics,South,Online,2023-08-23,1,9,1568,2.0
70.0,65064.04194050311,,124.69269036823952,Home,West,Catalog,2023-01-17,1,8,718,8.0
19.0,15838.316960504502,59.0,20.30644337197685,Toys,South,Online,2023-01-02,1,5,1081,8.0
,59569.80493627303,9.0,69.72092944219561,Books,East,Online,2023-02-02,1,5,173,7.0
60.0,12669.894761206608,12.0,65.03801357805884,Electronics,East,Catalog,2023-12-15,0,3,512,7.0
60.0,19023.403683805496,41.0,128.20356770517338,Electronics,East,Online,2023-05-14,0,11,1176,7.0
65.0,64083.57074077578,15.0,275.48091075991516,Food,East,Online,2023-12-22,1,3,145,8.0
28.0,85674.40435961325,66.0,320.939690148955,Food,East,Store,2023-12-10,1,4,51,4.0
68.0,47115.131305268165,75.0,665.1653692394833,Home,North,Store,2023-09-24,1,5,365,6.0
64.0,28884.635543912795,11.0,376.6799310782472,Home,North,Catalog,2023-01-05,0,6,1662,8.0
74.0,6688.246184606771,8.0,40.42838289405086,Food,North,Store,2023-10-13,0,4,362,8.0
40.0,30723.500221683167,55.0,415.7181803227981,Electronics,East,Store,2023-12-13,1,4,1102,4.0
72.0,55647.25678728177,96.0,839.9351657884373,Sports,North,Catalog,2023-04-01,1,2,1562,1.0
33.0,28186.203940541516,6.0,799.3573377546936,Electronics,East,Store,2023-06-01,0,4,313,2.0
48.0,35665.44768459543,53.0,44.129855580852876,Electronics,South,Online,2023-04-28,1,2,1289,4.0
28.0,31304.152193387574,20.0,122.59710355029888,Home,West,Store,2023-03-02,1,2,1453,9.0
71.0,28075.006910274922,39.0,387.98774325291583,Food,South,Online,2023-12-24,0,5,93,3.0
33.0,38588.2039642588,99.0,46.60262949345649,Home,West,Online,2023-01-26,1,3,1241,5.0
25.0,29197.67419646343,72.0,26.445473675523196,Clothing,North,Store,2023-04-19,1,3,1247,1.0
21.0,115223.8045833344,34.0,203.15224773247354,Electronics,West,Catalog,2023-10-22,1,5,1079,5.0
57.0,6215.894510685333,57.0,75.52083458036454,Clothing,South,Online,2023-07-29,1,5,1223,1.0
21.0,23466.42443900219,19.0,29.036362765355253,Food,South,Online,2023-09-16,0,9,1440,6.0
73.0,,71.0,507.5120440499893,Electronics,West,Online,2023-10-21,1,6,1673,1.0
42.0,43273.18681475591,31.0,174.91718933337674,Home,South,Online,2023-02-11,1,11,306,2.0
20.0,38627.34903173865,82.0,88.17360590567186,Sports,North,Online,2023-10-31,1,10,1853,9.0
49.0,132953.46798859612,40.0,56.617374938185954,Food,South,Store,2023-01-13,1,4,1046,
20.0,172976.95190782804,14.0,176.71992740900532,Sports,West,Online,2023-03-30,1,4,1763,9.0
44.0,19565.69850055939,81.0,248.49362689885243,Sports,North,Online,2023-03-29,1,6,226,4.0
46.0,36330.03367108303,37.0,205.60002862413532,Sports,West,Catalog,2023-11-08,1,3,53,5.0
49.0,42490.82858137617,44.0,32.495014537772526,Home,East,Store,2023-07-06,1,8,1308,7.0
67.0,19182.41017390153,9.0,239.09287248090303,Clothing,East,Online,2023-03-04,0,8,606,4.0
68.0,60036.35826913449,58.0,297.21313549107794,Food,North,Store,2023-12-02,1,8,820,10.0
36.0,29983.248009207706,20.0,105.27710080987048,Home,North,Online,2023-02-12,0,4,621,10.0
38.0,15458.157237294114,92.0,419.72946884696944,Electronics,South,Catalog,2023-08-21,1,5,37,6.0
22.0,29037.5574800234,,63.31248892339762,Home,West,Online,2023-08-22,0,3,586,9.0
35.0,163479.91778974002,20.0,2697.3435531321634,Food,East,Catalog,2023-03-16,1,2,502,8.0
45.0,83226.19853952677,36.0,169.408961871879,Electronics,South,Store,2023-09-10,1,8,395,1.0
59.0,166249.90782650938,27.0,90.362605693195,Food,East,Store,2023-11-09,1,1,1704,6.0
39.0,44172.402671517404,72.0,107.93740865925977,Electronics,South,Online,2023-05-29,1,6,1622,9.0
38.0,39696.62356995187,32.0,403.14039800816437,Electronics,South,Catalog,2023-07-01,1,9,1065,3.0
23.0,41025.447074057854,1.0,188.15053300636114,Books,East,Online,2023-07-26,1,7,1125,3.0
18.0,,17.0,282.89260175252895,Food,South,Online,2023-06-30,1,2,935,10.0
22.0,91909.45649417411,9.0,434.70572274608867,Food,East,Online,2023-06-22,1,3,92,5.0
58.0,33106.242712274936,84.0,87.70886118982163,Clothing,North,Store,2023-08-29,1,1,1216,9.0
29.0,44447.85315957195,45.0,168.56110686693705,Food,West,Online,2023-06-13,1,3,579,3.0
43.0,,96.0,118.57480647619687,Electronics,South,Catalog,2023-03-04,1,7,1330,5.0
63.0,14615.677526387586,66.0,410.36950188781015,Home,East,Online,2023-08-23,1,6,1616,5.0
51.0,95806.57459422755,32.0,101.2451274957024,Sports,East,Store,2023-05-05,1,4,943,8.0
66.0,145490.41876044666,45.0,155.6845375036003,Sports,West,Online,2023-09-14,1,3,431,2.0
31.0,92228.61173145165,9.0,1473.9845649398364,Electronics,West,Online,2023-04-02,1,2,1559,8.0
43.0,13406.9012324266,30.0,536.5266712380239,Food,West,Online,2023-08-13,0,4,1943,1.0
62.0,7510.066771006294,84.0,52.708244730220095,Sports,South,Catalog,2023-07-14,1,2,695,5.0
44.0,64021.54451972818,38.0,365.7595342969515,Electronics,East,Online,2023-07-26,1,5,1585,3.0
26.0,19768.567214561674,60.0,295.52968491227125,Electronics,South,Store,2023-10-15,1,4,822,5.0
43.0,45693.28745624231,1.0,49.37102245807087,Sports,South,Online,2023-08-03,1,8,1532,9.0
74.0,124010.18471417605,5.0,132.94616398535692,Sports,North,Store,2023-07-05,1,7,1263,1.0
64.0,21470.514599308248,63.0,57.529447018981,Clothing,West,Online,2023-05-06,1,2,493,6.0
74.0,26848.259503441303,99.0,13.563715175502344,Electronics,North,Online,2023-10-09,1,2,274,10.0
39.0,,36.0,128.25602678946976,Food,North,Store,2023-09-12,1,3,458,6.0
64.0,12861.48271773249,65.0,89.4705812825107,Clothing,South,Online,2023-03-02,1,8,1301,7.0
73.0,19805.501729178624,78.0,49.35788916884465,Food,South,Online,2023-07-20,1,5,983,10.0
47.0,37044.90124372797,73.0,146.9972285688092,Clothing,East,Online,2023-03-10,1,7,815,10.0
60.0,28556.3927711615,94.0,17.803366067598763,Food,North,Store,2023-10-12,1,9,77,5.0
65.0,59084.6359764432,24.0,154.6670805219506,Home,West,Online,2023-03-04,1,10,43,7.0
34.0,331964.625177465,4.0,150.71612809560077,Home,North,Online,2023-05-14,1,5,420,2.0
43.0,39313.005486979906,78.0,292.5804153675356,Home,East,Store,2023-08-27,1,7,1817,2.0
53.0,18520.44328093865,89.0,29.86898837700707,Electronics,North,Online,2023-09-09,1,7,707,
18.0,112937.77516933161,68.0,1260.7023381229924,Clothing,North,Store,2023-12-27,1,7,1166,8.0
25.0,10187.78996273502,25.0,859.0286081249969,Electronics,North,Store,2023-07-06,0,6,1117,6.0
66.0,11954.624419063477,74.0,68.49667691038,Food,East,Catalog,2023-01-21,1,3,1338,5.0
52.0,22559.628743734072,99.0,638.8941911851833,Toys,North,Online,2023-12-09,1,7,1140,3.0
69.0,,7.0,349.6987650971967,Home,South,Store,2023-10-18,0,4,524,4.0
32.0,221311.5914976795,13.0,478.1922205256674,Electronics,North,Online,2023-11-04,1,7,775,8.0
64.0,,68.0,80.8945936420922,Clothing,South,Online,2023-02-15,1,3,278,10.0
73.0,452425.60293033277,43.0,436.2490637381927,Electronics,North,Store,2023-07-13,1,3,1678,7.0
39.0,85405.65780447886,57.0,2505.813915141752,Electronics,South,Online,2023-02-26,1,5,1279,9.0
31.0,39063.766137561055,36.0,578.3154198505977,Food,North,Online,2023-02-11,1,4,1236,3.0
43.0,23166.047174169824,14.0,121.17394873703674,Clothing,West,Store,2023-11-29,0,3,110,6.0
45.0,,82.0,132.10242913551426,Electronics,South,Online,2023-08-23,1,8,1994,7.0
,18879.418122012587,72.0,346.34944106521874,Electronics,West,Online,2023-12-20,1,3,1840,2.0
31.0,9837.115466767706,96.0,331.5054495257952,Home,South,Online,2023-01-16,1,5,415,4.0
41.0,95298.0677817199,27.0,57.0041357726722,Food,North,Online,2023-05-13,1,4,1146,1.0
19.0,90534.16713561177,37.0,199.84431436095053,Sports,East,Online,2023-01-01,1,4,1759,4.0
62.0,19267.235431769575,87.0,85.40942619180417,Electronics,North,Online,2023-08-20,1,0,495,2.0
43.0,26389.48506872087,71.0,172.8112193948957,Sports,East,Online,2023-05-30,1,6,516,7.0
31.0,17438.88851922241,76.0,141.45573861723645,Food,West,Store,2023-10-31,1,8,135,1.0
73.0,,25.0,410.61025184873984,Clothing,East,Online,2023-05-02,1,4,1665,
68.0,145166.90568202065,67.0,113.49094780008853,Clothing,East,Store,2023-10-09,1,3,65,3.0
24.0,63723.29280665359,90.0,167.05406199677742,Clothing,East,Catalog,2023-10-17,1,1,725,8.0
20.0,83164.82109912002,4.0,22.689633952562577,Food,East,Online,2023-11-10,1,4,178,8.0
64.0,,79.0,205.13184713406565,Electronics,West,Online,2023-08-01,1,4,1790,7.0
40.0,36312.04128736382,96.0,68.13413071859107,Sports,East,Store,2023-10-08,1,7,604,7.0
63.0,86393.89998973513,93.0,32.55285155381453,Electronics,North,Online,2023-05-20,1,2,415,1.0
60.0,65908.61565958204,74.0,459.02938498462976,Food,South,Store,2023-06-08,1,9,1436,9.0
64.0,114870.02745198725,85.0,142.34171814852695,Clothing,South,Online,2023-01-27,1,6,231,3.0
62.0,25143.65473987767,16.0,18.59403592792588,Food,North,Online,2023-12-08,0,2,684,8.0
35.0,9040.87000605816,19.0,67.78740684479536,Books,West,Online,2023-06-11,0,4,475,2.0
55.0,,29.0,149.157344397583,Toys,North,Online,2023-04-28,1,4,1321,1.0
52.0,48041.265404241596,51.0,153.66104034139056,Electronics,North,Online,2023-12-03,1,6,288,1.0
68.0,28657.289418409542,18.0,90.07064537129207,Clothing,East,Online,2023-03-16,0,3,283,8.0
32.0,29967.77001057163,,5.127940313242606,Sports,East,Online,2023-04-03,1,4,1953,9.0
42.0,280337.37308763963,44.0,85.46336832619524,Clothing,West,Store,2023-02-03,1,1,1318,
72.0,21725.550254270405,16.0,433.12800796763366,Home,West,Online,2023-04-25,0,4,459,7.0
54.0,18349.495401319567,65.0,603.287861162472,Toys,South,Store,2023-04-23,1,7,1607,2.0
45.0,38879.69394641011,2.0,80.84300278004024,Home,West,Online,2023-03-01,1,8,743,8.0
27.0,,56.0,975.8746147524873,Electronics,North,Online,2023-10-09,1,8,1084,3.0
56.0,224744.97394711798,79.0,29.458689183406783,Sports,South,Online,2023-08-25,1,6,1218,10.0
74.0,61444.64521716162,,66.0207100453132,Toys,South,Store,2023-05-06,1,3,808,10.0
34.0,13143.37363891059,65.0,361.9463960734377,Home,East,Store,2023-02-14,1,4,1754,5.0
56.0,175727.78781667116,5.0,309.2206825509712,Clothing,East,Online,2023-10-15,1,3,312,7.0
39.0,35754.27211626614,22.0,146.9924054008992,Books,South,Online,2023-08-17,1,8,971,
43.0,18579.840995199258,13.0,48.4665654435758,Toys,East,Catalog,2023-07-16,0,6,99,1.0
61.0,15313.438180188909,65.0,48.33722541810817,Books,East,Store,2023-07-31,1,5,1288,5.0
42.0,70902.6419922474,16.0,71.83101156423618,Clothing,East,Online,2023-03-12,1,6,1147,1.0
34.0,43961.23531232831,86.0,50.48411024624972,Sports,South,Store,2023-08-23,1,12,328,2.0
30.0,47861.193647798784,64.0,169.1360043238935,Home,South,Online,2023-10-06,1,7,842,10.0
37.0,101641.02228231585,32.0,135.33222053235994,Electronics,South,Online,2023-06-16,1,10,1967,4.0
42.0,19115.91143757855,80.0,46.462157734033,Food,North,Store,2023-07-14,1,7,847,10.0
21.0,108328.5158544258,51.0,104.07555571880212,Home,South,Store,2023-06-22,1,10,1315,3.0
27.0,23972.776230409258,79.0,10.491480204439041,Books,East,Online,2023-07-14,1,1,170,10.0
20.0,205090.35131169957,58.0,208.35023365561693,Sports,South,Store,2023-03-04,1,5,1283,5.0
58.0,58629.37986416902,46.0,303.9081765266766,Electronics,North,Store,2023-03-11,1,7,809,6.0
62.0,17392.75773060287,52.0,59.631853511554176,Food,East,Online,2023-08-11,1,7,1316,1.0
35.0,7184.387395874342,63.0,67.60108431849129,Food,West,Online,2023-11-06,1,2,683,9.0
64.0,69365.14437010627,76.0,192.0755411159033,Books,South,Online,2023-10-10,1,7,1766,10.0
53.0,26920.834410423566,60.0,165.0529182534529,Electronics,South,Online,2023-12-15,1,4,1152,2.0
64.0,32065.86810106907,65.0,321.53884353423155,Home,West,Store,2023-03-20,1,5,332,8.0
39.0,67034.10557831546,81.0,68.2597533400563,Food,East,Online,2023-02-05,1,7,1316,9.0
51.0,81497.780114616,55.0,76.66479927898119,Books,South,Online,2023-07-14,1,4,580,1.0
64.0,96661.28820958437,57.0,119.021186674232,Food,North,Catalog,2023-08-05,1,4,1749,2.0
25.0,14187.647253818272,92.0,51.1047718511086,Home,East,Catalog,2023-10-15,1,3,242,3.0
57.0,113631.47319836657,71.0,116.45686487344837,Toys,South,Store,2023-05-29,1,5,432,9.0
66.0,22851.31013643833,73.0,51.947149280103226,Home,East,Store,2023-09-30,1,7,1688,3.0
61.0,5972.972879470581,86.0,225.33095161596654,Electronics,South,Store,2023-07-20,1,6,1336,6.0
36.0,14146.856494310061,26.0,58.24708479872332,Electronics,West,Store,2023-06-03,0,6,1114,9.0
59.0,,12.0,191.1183263967157,Sports,South,Online,2023-01-22,1,8,1631,7.0
58.0,16596.52480173747,71.0,636.9022804058825,Clothing,East,Online,2023-10-24,1,3,849,10.0
54.0,33845.60473826614,46.0,227.74445220665433,Home,South,Store,2023-11-11,1,7,1049,6.0
23.0,47600.66401529379,47.0,176.95333535656835,Home,South,Online,2023-08-03,1,8,469,2.0
69.0,31410.316770815298,79.0,37.95343417215606,Toys,East,Online,2023-11-27,1,6,939,6.0
,244532.04011057725,38.0,2976.407886664142,Food,South,Store,2023-05-02,1,2,386,10.0
51.0,13352.289531482103,21.0,452.92575781525915,Home,South,Online,2023-09-23,0,5,1854,1.0
73.0,36958.65175397482,14.0,126.93240910071405,Electronics,East,Online,2023-12-09,1,5,137,7.0
62.0,6960.691417103016,2.0,101.07703957065634,Food,West,Online,2023-09-18,0,7,169,6.0
23.0,20977.41300397558,72.0,65.76053230087668,Electronics,North,Online,2023-02-24,1,4,272,8.0
54.0,17288.083234394373,70.0,888.3598911517554,Sports,North,Store,2023-10-09,1,5,1394,
,29986.378837661327,33.0,325.0453054231379,Sports,North,Store,2023-09-17,0,7,635,1.0
50.0,30617.77986534911,6.0,69.51845164575077,Electronics,North,Store,2023-12-29,1,2,371,9.0
70.0,78273.57488763166,90.0,445.53225695426335,Clothing,North,Online,2023-10-10,1,2,1887,9.0
39.0,128898.66368417926,37.0,566.3139889367728,Home,North,Store,2023-08-18,1,5,1018,10.0
38.0,14850.323489680115,14.0,145.29803185320412,Home,East,Store,2023-05-06,0,3,1717,7.0
23.0,178843.44625641647,37.0,105.17784153589297,Home,East,Online,2023-09-16,1,5,253,1.0
23.0,19468.70376981405,8.0,54.97708967915797,Toys,East,Online,2023-02-19,0,7,1226,2.0
72.0,41690.202424770156,77.0,301.0958143582764,Sports,South,Store,2023-08-12,1,6,745,9.0
65.0,54649.22931550264,13.0,96.82684318043289,Clothing,West,Catalog,2023-10-09,1,1,788,5.0
21.0,256700.72779861058,,92.90486880226455,Clothing,West,Catalog,2023-05-26,1,6,1236,2.0
47.0,23533.356748462007,92.0,146.7119279590758,Food,North,Online,2023-02-14,1,4,1052,5.0
28.0,8626.633278691634,58.0,65.49623200056898,Sports,North,Online,2023-09-19,1,7,1944,1.0
47.0,119647.30584949012,18.0,684.3183965200542,Food,East,Store,2023-08-22,1,6,1508,10.0
48.0,18644.40076586903,57.0,390.6889777415518,Home,West,Online,2023-02-22,1,3,1618,5.0
41.0,27193.38802832095,83.0,160.22151779631483,Electronics,South,Online,2023-08-23,1,2,991,7.0
72.0,14850.670234653602,38.0,63.35497200422285,Books,South,Online,2023-07-15,0,4,901,8.0
26.0,27256.218654507076,32.0,66.86941532967418,Home,East,Online,2023-01-04,0,3,1840,3.0
72.0,18540.017277727013,86.0,63.98452794845017,Clothing,North,Online,2023-03-01,1,4,720,4.0
20.0,62389.573758652536,66.0,43.34982967452152,Clothing,West,Store,2023-06-22,1,4,1903,2.0
68.0,38740.207911032856,77.0,204.93358555380823,Electronics,South,Catalog,2023-03-13,1,1,1151,1.0
48.0,21060.528314001887,87.0,78.06659462855995,Sports,North,Online,2023-03-16,1,8,1691,10.0
57.0,,25.0,73.73288030487001,Home,West,Online,2023-11-18,1,6,1247,8.0
,44533.51810799899,92.0,65.76337663605655,Home,South,Store,2023-01-22,1,6,586,7.0
53.0,8292.953021893192,58.0,404.875086374518,Electronics,North,Online,2023-07-28,1,5,413,8.0
41.0,75793.10854977426,75.0,69.5068632683201,Clothing,South,Catalog,2023-02-20,1,3,1411,5.0
48.0,42103.84337545308,33.0,527.9726509922743,Food,North,Online,2023-05-25,1,5,453,5.0
,110479.58039665861,88.0,111.30856519663494,Clothing,North,Catalog,2023-12-15,1,3,1776,1.0
19.0,40100.09334406483,66.0,42.73076754176614,Clothing,North,Online,2023-11-01,1,6,419,9.0
37.0,19276.316934466635,30.0,237.28638863977653,Electronics,West,Store,2023-09-29,0,6,976,3.0
45.0,30839.873731468717,,360.42222447133406,Clothing,East,Store,2023-02-13,1,7,1734,1.0
28.0,69087.9399895013,34.0,62.92645708829955,Home,North,Catalog,2023-04-17,1,1,972,4.0
21.0,19602.460091981913,86.0,158.10201898915358,Books,North,Store,2023-05-30,1,4,1198,4.0
32.0,25533.907922868006,69.0,204.0699522289803,Clothing,South,Store,2023-04-04,1,5,948,8.0
23.0,30413.721053205827,48.0,163.30732453614345,Home,South,Store,2023-09-21,1,7,581,10.0
71.0,14479.696587631252,40.0,93.86482601757727,Electronics,West,Store,2023-04-20,0,3,1894,10.0
66.0,19829.80247005662,51.0,358.38949305457345,Food,East,Catalog,2023-01-18,1,4,1563,5.0
47.0,41690.98316887395,80.0,115.45526519392041,Books,South,Online,2023-08-26,1,4,450,10.0
73.0,95033.25843661901,13.0,80.98954938331005,Electronics,West,Online,2023-12-02,1,5,1923,5.0
55.0,46803.702300806544,90.0,25.40426551729366,Clothing,West,Online,2023-08-27,1,4,1138,1.0
68.0,35007.26857580426,31.0,25.64226854386249,Electronics,West,Online,2023-07-31,1,2,727,4.0
74.0,18675.791292147205,39.0,184.17821903092585,Food,North,Store,2023-08-19,0,3,946,8.0
19.0,87214.71357977772,63.0,137.4073796891545,Home,East,Online,2023-11-24,1,6,952,8.0
32.0,,,360.483079390372,Electronics,East,Store,2023-12-16,1,2,936,4.0
28.0,20632.36398518518,87.0,459.56681603522856,Electronics,East,Store,2023-10-21,1,3,1604,
25.0,74527.14995814413,48.0,116.15162056139694,Sports,North,Store,2023-03-22,1,8,1787,4.0
43.0,56821.022416925654,61.0,383.2355818919633,Food,North,Store,2023-09-12,1,8,1756,6.0
,18942.734257691332,12.0,84.61858193217836,Food,South,Online,2023-08-20,0,5,1081,3.0
62.0,33486.491409723174,78.0,127.75446121825358,Books,South,Catalog,2023-12-29,1,8,881,3.0
61.0,24484.163931571762,56.0,124.15304929114585,Clothing,South,Online,2023-07-28,1,4,204,9.0
22.0,298591.0982509942,18.0,719.8641734542633,Books,West,Store,2023-10-25,1,4,1290,3.0
23.0,55569.84108261713,27.0,41.32691129844935,Toys,East,Online,2023-01-21,1,3,588,1.0
43.0,42167.693243402544,28.0,157.45467768818114,Electronics,North,Online,2023-08-26,1,3,1163,3.0
71.0,53004.412557012234,82.0,73.99258775173026,Food,South,Catalog,2023-09-18,1,5,515,8.0
21.0,109461.70823077453,,110.05552679813484,Food,West,Store,2023-09-30,1,5,1441,9.0
36.0,33972.13417435473,52.0,105.447946038791,Sports,North,Online,2023-10-07,1,4,1242,4.0
37.0,22653.56608823296,16.0,159.50319183740208,Clothing,West,Store,2023-05-30,0,6,1327,6.0
50.0,71355.27721067783,77.0,570.7307189064742,Sports,West,Online,2023-11-11,1,8,1743,10.0
37.0,31572.58144700846,58.0,994.2616158106449,Toys,West,Online,2023-06-01,1,9,1561,8.0
66.0,15430.228232656502,93.0,286.16583852549456,Sports,East,Store,2023-10-09,1,4,634,7.0
29.0,,9.0,55.749421484078766,Books,North,Store,2023-03-02,0,8,1985,8.0
64.0,123430.95879977471,26.0,124.63297203673201,Home,North,Catalog,2023-05-16,1,4,1656,3.0
,40348.74835584958,28.0,192.59742519276708,Books,West,Store,2023-01-12,1,6,274,4.0
43.0,22659.76339059299,77.0,98.79793835311798,Electronics,East,Store,2023-01-14,1,4,542,1.0
31.0,30107.57472786255,36.0,112.49682778876672,Home,West,Online,2023-01-30,1,6,64,4.0
55.0,69283.06440325346,9.0,138.21900860606507,Home,South,Online,2023-12-21,1,4,290,5.0
54.0,28717.891000234962,47.0,321.24760184403317,Clothing,North,Online,2023-11-14,0,9,1681,
,11389.694298972265,78.0,252.18972857542965,Electronics,North,Catalog,2023-10-14,1,7,1315,1.0
53.0,47130.3611020439,51.0,80.62706034952765,Food,East,Online,2023-08-08,1,5,1113,5.0
30.0,95480.58945772843,76.0,268.4955044573309,Electronics,North,Online,2023-08-26,1,5,129,8.0
60.0,,,832.4401766013399,Clothing,North,Store,2023-01-27,1,3,1698,8.0
20.0,23214.58559357375,32.0,32.68942286073461,Clothing,North,Online,2023-09-14,0,4,1289,9.0
50.0,100241.55730031534,67.0,95.83906758600963,Toys,East,Catalog,2023-10-24,1,4,701,8.0
23.0,43060.43955953927,57.0,88.8229260400945,Clothing,West,Online,2023-05-22,1,7,1988,7.0
67.0,980191.2337571827,54.0,803.8032786753258,Sports,North,Store,2023-09-07,1,5,1308,1.0
,57466.0503663155,16.0,23.953748607760787,Electronics,West,Online,2023-03-15,1,3,778,10.0
27.0,10750.66106295903,62.0,578.8754114785138,Food,East,Online,2023-10-25,1,4,636,1.0
22.0,146882.92942631085,84.0,155.52270943410392,Food,West,Store,2023-07-18,1,4,69,8.0
40.0,37851.54514777944,96.0,199.96320951650162,Food,South,Store,2023-10-23,1,4,1290,
27.0,57609.056148802294,56.0,178.09486900188463,Sports,North,Online,2023-01-14,1,7,1289,6.0
61.0,12391.478495212981,23.0,88.54115729053913,Home,East,Online,2023-04-10,0,3,839,4.0
19.0,54407.71268337185,17.0,298.46554694952346,Home,East,Online,2023-04-01,1,6,103,4.0
30.0,87758.34058335143,80.0,149.19139611891669,Clothing,West,Online,2023-07-10,1,5,764,10.0
57.0,170801.31669238882,38.0,18.45499498288187,Home,North,Online,2023-12-28,1,11,933,9.0
19.0,111337.32498828713,72.0,133.19794962880013,Food,East,Store,2023-11-01,1,5,888,8.0
37.0,56578.24142481598,83.0,112.44089338456133,Electronics,South,Online,2023-04-16,1,6,58,4.0
18.0,10556.5111307072,30.0,297.8951821526606,Books,West,Online,2023-01-07,0,2,1497,7.0
54.0,40369.03188051036,58.0,2211.470789996151,Books,South,Store,2023-03-22,1,6,875,8.0
26.0,22606.49080597934,98.0,216.52051022374965,Clothing,South,Online,2023-09-10,1,5,1076,7.0
34.0,43825.99002071789,78.0,1236.2013728802674,Books,West,Store,2023-05-20,1,4,545,5.0
26.0,13724.520558249566,22.0,74.72192602756326,Home,South,Store,2023-12-23,0,3,273,10.0
28.0,30695.350535981877,17.0,79.66865054331439,Clothing,West,Online,2023-11-07,1,1,575,1.0
32.0,24010.668537500977,15.0,115.99720406677139,Clothing,West,Online,2023-01-07,0,4,646,6.0
41.0,23422.84050470918,48.0,227.0549685500359,Toys,East,Online,2023-06-01,0,5,1731,8.0
55.0,,32.0,78.20998712112876,Home,East,Store,2023-10-17,0,4,1882,6.0
72.0,32575.51550007775,77.0,29.61122660340698,Clothing,South,Store,2023-05-06,1,1,56,8.0
52.0,45658.990338643736,85.0,151.87460123524787,Home,South,Store,2023-10-12,1,8,1136,6.0
47.0,4920.695344597076,40.0,47.323454018210505,Food,South,Catalog,2023-10-09,0,3,188,2.0
48.0,5425.436928220789,97.0,452.9714049812184,Food,South,Store,2023-03-15,1,8,1952,6.0
66.0,27696.101108490286,57.0,282.5541773334484,Home,South,Store,2023-02-14,1,2,1530,9.0
22.0,31001.310731524176,58.0,69.44084553353939,Food,East,Online,2023-01-17,1,5,1898,2.0
61.0,42247.014741503124,91.0,234.11022771448893,Home,South,Online,2023-08-21,1,4,696,3.0
67.0,20289.567488668687,99.0,85.78476596625096,Books,South,Online,2023-06-13,1,3,1224,9.0
31.0,36591.53305084209,16.0,140.86582849954544,Toys,North,Store,2023-03-04,1,6,985,7.0
70.0,40183.77410967698,28.0,142.35565584918595,Home,West,Online,2023-04-03,1,4,1661,1.0
73.0,20178.107781867813,98.0,106.09866632026824,Books,West,Store,2023-11-18,1,3,1867,4.0
28.0,81696.3543450505,1.0,340.5901599718901,Sports,East,Store,2023-04-02,1,3,1806,4.0
26.0,,41.0,48.46472902644787,Clothing,West,Online,2023-02-11,1,3,834,10.0
,562504.2504370392,48.0,1269.5452356162625,Books,South,Store,2023-08-29,1,3,662,5.0
29.0,38371.742106079124,31.0,201.24621703680538,Electronics,West,Online,2023-11-23,1,3,224,7.0
52.0,195426.27600450895,36.0,36.43119919757332,Clothing,East,Online,2023-09-12,1,10,1284,5.0
52.0,58519.63718649153,33.0,67.05940599251029,Home,West,Store,2023-11-27,1,10,675,10.0
,24577.959057747998,33.0,49.705757494726406,Food,West,Store,2023-03-12,0,6,1624,6.0
57.0,70036.61862711425,82.0,102.88103486253242,Food,North,Online,2023-10-26,1,5,1184,9.0
39.0,9797.828574086174,23.0,155.7771495205324,Sports,North,Online,2023-08-04,0,3,1048,2.0
46.0,39961.83729798961,60.0,58.65152320681953,Electronics,South,Online,2023-11-07,1,6,529,6.0
25.0,46879.147158485655,87.0,391.1646635859135,Toys,West,Online,2023-02-25,1,4,490,6.0
28.0,40328.617583707804,79.0,427.42659625827315,Clothing,South,Catalog,2023-03-20,1,6,936,1.0
58.0,27805.16026034125,90.0,510.0045396387486,Books,West,Online,2023-12-05,1,5,56,6.0
54.0,16158.173739679352,30.0,9.795810655237673,Clothing,South,Catalog,2023-05-01,0,0,274,7.0
31.0,19312.78112868432,89.0,1041.2406710089122,Food,South,Catalog,2023-07-21,1,8,159,7.0
47.0,39405.470585601135,45.0,175.22211023928722,Food,West,Online,2023-11-24,1,6,1373,3.0
52.0,,80.0,155.60169629238771,Home,North,Online,2023-09-14,1,3,1285,8.0
38.0,,39.0,134.03837994834208,Electronics,East,Store,2023-05-10,1,7,1225,7.0
54.0,4390.866453995776,45.0,39.59691849238018,Clothing,South,Online,2023-12-15,0,5,1641,4.0
